timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1757976304991,99,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-8,text,true,,658,115,34,34,http://saucedemo.com/,99,0,50
1757976305090,948,HTTP Request-1,200,OK,Saucedemo_QA 1-8,text,true,,3323,119,34,34,https://www.saucedemo.com/,948,0,630
1757976304700,1337,HTTP Request,200,OK,Saucedemo_QA 1-1,text,true,,3984,234,34,34,https://www.saucedemo.com/,350,0,66
1757976304700,350,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-1,text,true,,661,115,34,34,http://saucedemo.com/,350,0,66
1757976305051,986,HTTP Request-1,200,OK,Saucedemo_QA 1-1,text,true,,3323,119,34,34,https://www.saucedemo.com/,986,0,687
1757976305029,1006,HTTP Request,200,OK,Saucedemo_QA 1-9,text,true,,3981,234,34,34,https://www.saucedemo.com/,97,0,48
1757976305029,97,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-9,text,true,,658,115,34,34,http://saucedemo.com/,97,0,48
1757976305128,907,HTTP Request-1,200,OK,Saucedemo_QA 1-9,text,true,,3323,119,34,34,https://www.saucedemo.com/,907,0,600
1757976305187,848,HTTP Request,200,OK,Saucedemo_QA 1-13,text,true,,3981,234,34,34,https://www.saucedemo.com/,97,0,48
1757976305187,97,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-13,text,true,,658,115,34,34,http://saucedemo.com/,97,0,48
1757976305285,750,HTTP Request-1,200,OK,Saucedemo_QA 1-13,text,true,,3323,119,34,34,https://www.saucedemo.com/,750,0,431
1757976305415,630,HTTP Request,200,OK,Saucedemo_QA 1-19,text,true,,3981,234,34,34,https://www.saucedemo.com/,98,0,48
1757976305415,98,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-19,text,true,,658,115,34,34,http://saucedemo.com/,98,0,48
1757976305146,899,HTTP Request,200,OK,Saucedemo_QA 1-12,text,true,,3981,234,34,34,https://www.saucedemo.com/,99,0,49
1757976305146,99,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-12,text,true,,658,115,34,34,http://saucedemo.com/,99,0,49
1757976305246,799,HTTP Request-1,200,OK,Saucedemo_QA 1-12,text,true,,3323,119,34,34,https://www.saucedemo.com/,799,0,485
1757976305514,531,HTTP Request-1,200,OK,Saucedemo_QA 1-19,text,true,,3323,119,34,34,https://www.saucedemo.com/,531,0,245
1757976305069,977,HTTP Request,200,OK,Saucedemo_QA 1-10,text,true,,3981,234,34,34,https://www.saucedemo.com/,100,0,51
1757976305069,100,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-10,text,true,,658,115,34,34,http://saucedemo.com/,100,0,51
1757976305170,876,HTTP Request-1,200,OK,Saucedemo_QA 1-10,text,true,,3323,119,34,34,https://www.saucedemo.com/,876,0,548
1757976304949,1100,HTTP Request,200,OK,Saucedemo_QA 1-7,text,true,,3981,234,34,34,https://www.saucedemo.com/,102,0,49
1757976304949,102,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-7,text,true,,658,115,34,34,http://saucedemo.com/,102,0,49
1757976305052,997,HTTP Request-1,200,OK,Saucedemo_QA 1-7,text,true,,3323,119,34,34,https://www.saucedemo.com/,997,0,733
1757976304832,1221,HTTP Request,200,OK,Saucedemo_QA 1-4,text,true,,3983,234,35,35,https://www.saucedemo.com/,217,0,49
1757976304832,217,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-4,text,true,,660,115,35,35,http://saucedemo.com/,217,0,49
1757976305049,1004,HTTP Request-1,200,OK,Saucedemo_QA 1-4,text,true,,3323,119,35,35,https://www.saucedemo.com/,1004,0,703
1757976305110,944,HTTP Request,200,OK,Saucedemo_QA 1-11,text,true,,3981,234,35,35,https://www.saucedemo.com/,99,0,48
1757976305110,99,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-11,text,true,,658,115,35,35,http://saucedemo.com/,99,0,48
1757976305210,844,HTTP Request-1,200,OK,Saucedemo_QA 1-11,text,true,,3323,119,35,35,https://www.saucedemo.com/,844,0,514
1757976305296,759,HTTP Request,200,OK,Saucedemo_QA 1-16,text,true,,3981,234,35,35,https://www.saucedemo.com/,99,0,49
1757976305296,99,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-16,text,true,,658,115,35,35,http://saucedemo.com/,99,0,49
1757976305397,658,HTTP Request-1,200,OK,Saucedemo_QA 1-16,text,true,,3323,119,35,35,https://www.saucedemo.com/,658,0,341
1757976305336,719,HTTP Request,200,OK,Saucedemo_QA 1-17,text,true,,3981,234,35,35,https://www.saucedemo.com/,98,0,49
1757976305336,98,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-17,text,true,,658,115,35,35,http://saucedemo.com/,98,0,49
1757976305436,619,HTTP Request-1,200,OK,Saucedemo_QA 1-17,text,true,,3323,119,35,35,https://www.saucedemo.com/,619,0,356
1757976305375,680,HTTP Request,200,OK,Saucedemo_QA 1-18,text,true,,3981,234,35,35,https://www.saucedemo.com/,100,0,50
1757976305375,100,HTTP Request-0,301,Moved Permanently,Saucedemo_QA 1-18,text,true,,658,115,35,35,http://saucedemo.com/,100,0,50
1757976305476,579,HTTP Request-1,200,OK,Saucedemo_QA 1-18,text,true,,3323,119,35,35,https://www.saucedemo.com/,579,0,304
